plot_id_needle,lat,long,year,month,ppt
FS_D5,39.34390447,-119.9219521,1899,10,166.108993530273
FS_D5,39.34390447,-119.9219521,1899,11,317.326995849609
FS_D5,39.34390447,-119.9219521,1899,12,367.885009765625
FS_D5,39.34390447,-119.9219521,1900,,1378.998046875
FS_D5,39.34390447,-119.9219521,1900,01,200.29899597168
FS_D5,39.34390447,-119.9219521,1900,02,106.253997802734
FS_D5,39.34390447,-119.9219521,1900,03,230.365997314453
FS_D5,39.34390447,-119.9219521,1900,04,87.234001159668
FS_D5,39.34390447,-119.9219521,1900,05,46.8370018005371
FS_D5,39.34390447,-119.9219521,1900,06,35.306999206543
FS_D5,39.34390447,-119.9219521,1900,07,18.0939998626709
FS_D5,39.34390447,-119.9219521,1900,08,10.0860004425049
FS_D5,39.34390447,-119.9219521,1900,09,47.2449989318848
FS_D5,39.34390447,-119.9219521,1900,10,142.423004150391
FS_D5,39.34390447,-119.9219521,1900,11,267.174011230469
FS_D5,39.34390447,-119.9219521,1900,12,187.679000854492
FS_D5,39.34390447,-119.9219521,1901,,1639.998046875
FS_D5,39.34390447,-119.9219521,1901,01,380.131011962891
FS_D5,39.34390447,-119.9219521,1901,02,360.751007080078
FS_D5,39.34390447,-119.9219521,1901,03,128.09700012207
FS_D5,39.34390447,-119.9219521,1901,04,124.015998840332
FS_D5,39.34390447,-119.9219521,1901,05,57.5820007324219
FS_D5,39.34390447,-119.9219521,1901,06,6.79199981689453
FS_D5,39.34390447,-119.9219521,1901,07,0
FS_D5,39.34390447,-119.9219521,1901,08,30.4769992828369
FS_D5,39.34390447,-119.9219521,1901,09,103.289001464844
FS_D5,39.34390447,-119.9219521,1901,10,66.1849975585938
FS_D5,39.34390447,-119.9219521,1901,11,209.404006958008
FS_D5,39.34390447,-119.9219521,1901,12,173.274002075195
FS_D5,39.34390447,-119.9219521,1902,,1760.05310058594
FS_D5,39.34390447,-119.9219521,1902,01,61.8190002441406
FS_D5,39.34390447,-119.9219521,1902,02,613.307983398438
FS_D5,39.34390447,-119.9219521,1902,03,237.251007080078
FS_D5,39.34390447,-119.9219521,1902,04,134.628005981445
FS_D5,39.34390447,-119.9219521,1902,05,43.7760009765625
FS_D5,39.34390447,-119.9219521,1902,06,0.419999986886978
FS_D5,39.34390447,-119.9219521,1902,07,8.78400039672852
FS_D5,39.34390447,-119.9219521,1902,08,18.2560005187988
FS_D5,39.34390447,-119.9219521,1902,09,13.5649995803833
FS_D5,39.34390447,-119.9219521,1902,10,93.4970016479492
FS_D5,39.34390447,-119.9219521,1902,11,261.553009033203
FS_D5,39.34390447,-119.9219521,1902,12,273.196014404297
FS_D5,39.34390447,-119.9219521,1903,,1617.00610351562
FS_D5,39.34390447,-119.9219521,1903,01,417.401000976562
FS_D5,39.34390447,-119.9219521,1903,02,92.3779983520508
FS_D5,39.34390447,-119.9219521,1903,03,383.484985351562
FS_D5,39.34390447,-119.9219521,1903,04,34.257999420166
FS_D5,39.34390447,-119.9219521,1903,05,13.9020004272461
FS_D5,39.34390447,-119.9219521,1903,06,11.2049999237061
FS_D5,39.34390447,-119.9219521,1903,07,0
FS_D5,39.34390447,-119.9219521,1903,08,7.06899976730347
FS_D5,39.34390447,-119.9219521,1903,09,12.3769998550415
FS_D5,39.34390447,-119.9219521,1903,10,33.4500007629395
FS_D5,39.34390447,-119.9219521,1903,11,501.067993164062
FS_D5,39.34390447,-119.9219521,1903,12,110.414001464844
FS_D5,39.34390447,-119.9219521,1904,,2054.3330078125
FS_D5,39.34390447,-119.9219521,1904,01,102.225997924805
FS_D5,39.34390447,-119.9219521,1904,02,687.908996582031
FS_D5,39.34390447,-119.9219521,1904,03,575.153991699219
FS_D5,39.34390447,-119.9219521,1904,04,123.08699798584
FS_D5,39.34390447,-119.9219521,1904,05,14.6470003128052
FS_D5,39.34390447,-119.9219521,1904,06,0
FS_D5,39.34390447,-119.9219521,1904,07,0.0320000015199184
FS_D5,39.34390447,-119.9219521,1904,08,19.9529991149902
FS_D5,39.34390447,-119.9219521,1904,09,106.596000671387
FS_D5,39.34390447,-119.9219521,1904,10,132.302993774414
FS_D5,39.34390447,-119.9219521,1904,11,70.8840026855469
FS_D5,39.34390447,-119.9219521,1904,12,221.542999267578
FS_D5,39.34390447,-119.9219521,1905,,904.406066894531
FS_D5,39.34390447,-119.9219521,1905,01,185.335998535156
FS_D5,39.34390447,-119.9219521,1905,02,120.301002502441
FS_D5,39.34390447,-119.9219521,1905,03,206.440994262695
FS_D5,39.34390447,-119.9219521,1905,04,49.2700004577637
FS_D5,39.34390447,-119.9219521,1905,05,60.7270011901855
FS_D5,39.34390447,-119.9219521,1905,06,4.5310001373291
FS_D5,39.34390447,-119.9219521,1905,07,0.150999993085861
FS_D5,39.34390447,-119.9219521,1905,08,12.7119998931885
FS_D5,39.34390447,-119.9219521,1905,09,31.9459991455078
FS_D5,39.34390447,-119.9219521,1905,10,0
FS_D5,39.34390447,-119.9219521,1905,11,108.966003417969
FS_D5,39.34390447,-119.9219521,1905,12,124.025001525879
FS_D5,39.34390447,-119.9219521,1906,,2175.083984375
FS_D5,39.34390447,-119.9219521,1906,01,516.3330078125
FS_D5,39.34390447,-119.9219521,1906,02,256.667999267578
FS_D5,39.34390447,-119.9219521,1906,03,508.717987060547
FS_D5,39.34390447,-119.9219521,1906,04,76.1559982299805
FS_D5,39.34390447,-119.9219521,1906,05,172.397994995117
FS_D5,39.34390447,-119.9219521,1906,06,49.2639999389648
FS_D5,39.34390447,-119.9219521,1906,07,17.2329998016357
FS_D5,39.34390447,-119.9219521,1906,08,11.6780004501343
FS_D5,39.34390447,-119.9219521,1906,09,9.89000034332275
FS_D5,39.34390447,-119.9219521,1906,10,0
FS_D5,39.34390447,-119.9219521,1906,11,93.5149993896484
FS_D5,39.34390447,-119.9219521,1906,12,463.231994628906
FS_D5,39.34390447,-119.9219521,1907,,1917.69311523438
FS_D5,39.34390447,-119.9219521,1907,01,327.651000976562
FS_D5,39.34390447,-119.9219521,1907,02,259.707000732422
FS_D5,39.34390447,-119.9219521,1907,03,740.054016113281
FS_D5,39.34390447,-119.9219521,1907,04,71.2040023803711
FS_D5,39.34390447,-119.9219521,1907,05,34.2639999389648
FS_D5,39.34390447,-119.9219521,1907,06,92.1220016479492
FS_D5,39.34390447,-119.9219521,1907,07,5.11299991607666
FS_D5,39.34390447,-119.9219521,1907,08,2.53200006484985
FS_D5,39.34390447,-119.9219521,1907,09,0
FS_D5,39.34390447,-119.9219521,1907,10,28.3169994354248
FS_D5,39.34390447,-119.9219521,1907,11,16.8859996795654
FS_D5,39.34390447,-119.9219521,1907,12,339.842987060547
FS_D5,39.34390447,-119.9219521,1908,,963.859069824219
FS_D5,39.34390447,-119.9219521,1908,01,206.57600402832
FS_D5,39.34390447,-119.9219521,1908,02,166.873992919922
FS_D5,39.34390447,-119.9219521,1908,03,108.648002624512
FS_D5,39.34390447,-119.9219521,1908,04,31.5130004882812
FS_D5,39.34390447,-119.9219521,1908,05,107.841003417969
FS_D5,39.34390447,-119.9219521,1908,06,23.4899997711182
FS_D5,39.34390447,-119.9219521,1908,07,12.6099996566772
FS_D5,39.34390447,-119.9219521,1908,08,0
FS_D5,39.34390447,-119.9219521,1908,09,17.8519992828369
FS_D5,39.34390447,-119.9219521,1908,10,62.2669982910156
FS_D5,39.34390447,-119.9219521,1908,11,114.603996276855
FS_D5,39.34390447,-119.9219521,1908,12,111.584999084473
FS_D5,39.34390447,-119.9219521,1909,,2168.56616210938
FS_D5,39.34390447,-119.9219521,1909,01,811.828979492188
FS_D5,39.34390447,-119.9219521,1909,02,390.497985839844
FS_D5,39.34390447,-119.9219521,1909,03,179.110000610352
FS_D5,39.34390447,-119.9219521,1909,04,8.77200031280518
FS_D5,39.34390447,-119.9219521,1909,05,23.0979995727539
FS_D5,39.34390447,-119.9219521,1909,06,15.3470001220703
FS_D5,39.34390447,-119.9219521,1909,07,0
FS_D5,39.34390447,-119.9219521,1909,08,0
FS_D5,39.34390447,-119.9219521,1909,09,33
FS_D5,39.34390447,-119.9219521,1909,10,94.8550033569336
FS_D5,39.34390447,-119.9219521,1909,11,273.480010986328
FS_D5,39.34390447,-119.9219521,1909,12,338.578002929688
FS_D5,39.34390447,-119.9219521,1910,,668.913024902344
FS_D5,39.34390447,-119.9219521,1910,01,108.889999389648
FS_D5,39.34390447,-119.9219521,1910,02,56.3230018615723
FS_D5,39.34390447,-119.9219521,1910,03,155.84700012207
FS_D5,39.34390447,-119.9219521,1910,04,10.4329996109009
FS_D5,39.34390447,-119.9219521,1910,05,4.43100023269653
FS_D5,39.34390447,-119.9219521,1910,06,7.34700012207031
FS_D5,39.34390447,-119.9219521,1910,07,16.9629993438721
FS_D5,39.34390447,-119.9219521,1910,08,0
FS_D5,39.34390447,-119.9219521,1910,09,46.7050018310547
FS_D5,39.34390447,-119.9219521,1910,10,23.8889999389648
FS_D5,39.34390447,-119.9219521,1910,11,129.055999755859
FS_D5,39.34390447,-119.9219521,1910,12,109.028999328613
FS_D5,39.34390447,-119.9219521,1911,,1545.42712402344
FS_D5,39.34390447,-119.9219521,1911,01,716.127014160156
FS_D5,39.34390447,-119.9219521,1911,02,157.774993896484
FS_D5,39.34390447,-119.9219521,1911,03,304.238006591797
FS_D5,39.34390447,-119.9219521,1911,04,124.837997436523
FS_D5,39.34390447,-119.9219521,1911,05,28.8010005950928
FS_D5,39.34390447,-119.9219521,1911,06,15.1370000839233
FS_D5,39.34390447,-119.9219521,1911,07,13.1820001602173
FS_D5,39.34390447,-119.9219521,1911,08,0
FS_D5,39.34390447,-119.9219521,1911,09,14.7200002670288
FS_D5,39.34390447,-119.9219521,1911,10,17.4360008239746
FS_D5,39.34390447,-119.9219521,1911,11,67.1689987182617
FS_D5,39.34390447,-119.9219521,1911,12,86.0039978027344
FS_D5,39.34390447,-119.9219521,1912,,1157.22009277344
FS_D5,39.34390447,-119.9219521,1912,01,197.063003540039
FS_D5,39.34390447,-119.9219521,1912,02,33.7350006103516
FS_D5,39.34390447,-119.9219521,1912,03,214.766006469727
FS_D5,39.34390447,-119.9219521,1912,04,129.761993408203
FS_D5,39.34390447,-119.9219521,1912,05,90.5429992675781
FS_D5,39.34390447,-119.9219521,1912,06,38.5040016174316
FS_D5,39.34390447,-119.9219521,1912,07,11.289999961853
FS_D5,39.34390447,-119.9219521,1912,08,0.0439999997615814
FS_D5,39.34390447,-119.9219521,1912,09,111.967002868652
FS_D5,39.34390447,-119.9219521,1912,10,29.7369995117188
FS_D5,39.34390447,-119.9219521,1912,11,198.143997192383
FS_D5,39.34390447,-119.9219521,1912,12,101.665000915527
FS_D5,39.34390447,-119.9219521,1913,,1491.36303710938
FS_D5,39.34390447,-119.9219521,1913,01,264.071014404297
FS_D5,39.34390447,-119.9219521,1913,02,29.371000289917
FS_D5,39.34390447,-119.9219521,1913,03,137.899002075195
FS_D5,39.34390447,-119.9219521,1913,04,97.4889984130859
FS_D5,39.34390447,-119.9219521,1913,05,58.576000213623
FS_D5,39.34390447,-119.9219521,1913,06,45.4370002746582
FS_D5,39.34390447,-119.9219521,1913,07,116.071998596191
FS_D5,39.34390447,-119.9219521,1913,08,32.3940010070801
FS_D5,39.34390447,-119.9219521,1913,09,1.9650000333786
FS_D5,39.34390447,-119.9219521,1913,10,0
FS_D5,39.34390447,-119.9219521,1913,11,245.098999023438
FS_D5,39.34390447,-119.9219521,1913,12,462.989990234375
FS_D5,39.34390447,-119.9219521,1914,,1402.49011230469
FS_D5,39.34390447,-119.9219521,1914,01,623.914978027344
FS_D5,39.34390447,-119.9219521,1914,02,241.29899597168
FS_D5,39.34390447,-119.9219521,1914,03,43.060001373291
FS_D5,39.34390447,-119.9219521,1914,04,99.390998840332
FS_D5,39.34390447,-119.9219521,1914,05,36.6370010375977
FS_D5,39.34390447,-119.9219521,1914,06,61.5709991455078
FS_D5,39.34390447,-119.9219521,1914,07,0
FS_D5,39.34390447,-119.9219521,1914,08,0
FS_D5,39.34390447,-119.9219521,1914,09,4.89200019836426
FS_D5,39.34390447,-119.9219521,1914,10,53.8530006408691
FS_D5,39.34390447,-119.9219521,1914,11,43.4179992675781
FS_D5,39.34390447,-119.9219521,1914,12,194.455001831055
FS_D5,39.34390447,-119.9219521,1915,,1628.1611328125
FS_D5,39.34390447,-119.9219521,1915,01,330.302001953125
FS_D5,39.34390447,-119.9219521,1915,02,513.340026855469
FS_D5,39.34390447,-119.9219521,1915,03,119.939002990723
FS_D5,39.34390447,-119.9219521,1915,04,59.7150001525879
FS_D5,39.34390447,-119.9219521,1915,05,212.121002197266
FS_D5,39.34390447,-119.9219521,1915,06,0
FS_D5,39.34390447,-119.9219521,1915,07,8.75699996948242
FS_D5,39.34390447,-119.9219521,1915,08,0
FS_D5,39.34390447,-119.9219521,1915,09,2.18899989128113
FS_D5,39.34390447,-119.9219521,1915,10,0
FS_D5,39.34390447,-119.9219521,1915,11,98.9359970092773
FS_D5,39.34390447,-119.9219521,1915,12,282.861999511719
FS_D5,39.34390447,-119.9219521,1916,,1664.88513183594
FS_D5,39.34390447,-119.9219521,1916,01,654.015014648438
FS_D5,39.34390447,-119.9219521,1916,02,215.488006591797
FS_D5,39.34390447,-119.9219521,1916,03,159.880996704102
FS_D5,39.34390447,-119.9219521,1916,04,29.4169998168945
FS_D5,39.34390447,-119.9219521,1916,05,36.2430000305176
FS_D5,39.34390447,-119.9219521,1916,06,12.5410003662109
FS_D5,39.34390447,-119.9219521,1916,07,7.01100015640259
FS_D5,39.34390447,-119.9219521,1916,08,10.0380001068115
FS_D5,39.34390447,-119.9219521,1916,09,28.9610004425049
FS_D5,39.34390447,-119.9219521,1916,10,63.931999206543
FS_D5,39.34390447,-119.9219521,1916,11,146.089004516602
FS_D5,39.34390447,-119.9219521,1916,12,301.269012451172
FS_D5,39.34390447,-119.9219521,1917,,1021.40405273438
FS_D5,39.34390447,-119.9219521,1917,01,108.893997192383
FS_D5,39.34390447,-119.9219521,1917,02,396.963012695312
FS_D5,39.34390447,-119.9219521,1917,03,105.602996826172
FS_D5,39.34390447,-119.9219521,1917,04,125.827003479004
FS_D5,39.34390447,-119.9219521,1917,05,44.5149993896484
FS_D5,39.34390447,-119.9219521,1917,06,0.0149999996647239
FS_D5,39.34390447,-119.9219521,1917,07,62.560001373291
FS_D5,39.34390447,-119.9219521,1917,08,9.55000019073486
FS_D5,39.34390447,-119.9219521,1917,09,6.15899991989136
FS_D5,39.34390447,-119.9219521,1917,10,0
FS_D5,39.34390447,-119.9219521,1917,11,60.3419990539551
FS_D5,39.34390447,-119.9219521,1917,12,100.975997924805
FS_D5,39.34390447,-119.9219521,1918,,1149.30603027344
FS_D5,39.34390447,-119.9219521,1918,01,39.5219993591309
FS_D5,39.34390447,-119.9219521,1918,02,295.772003173828
FS_D5,39.34390447,-119.9219521,1918,03,338.734008789062
FS_D5,39.34390447,-119.9219521,1918,04,54.7830009460449
FS_D5,39.34390447,-119.9219521,1918,05,18.7870006561279
FS_D5,39.34390447,-119.9219521,1918,06,7.2020001411438
FS_D5,39.34390447,-119.9219521,1918,07,7.61600017547607
FS_D5,39.34390447,-119.9219521,1918,08,0.103000000119209
FS_D5,39.34390447,-119.9219521,1918,09,127.305999755859
FS_D5,39.34390447,-119.9219521,1918,10,56.507999420166
FS_D5,39.34390447,-119.9219521,1918,11,127.785003662109
FS_D5,39.34390447,-119.9219521,1918,12,75.1880035400391
FS_D5,39.34390447,-119.9219521,1919,,1163.21606445312
FS_D5,39.34390447,-119.9219521,1919,01,139.768005371094
FS_D5,39.34390447,-119.9219521,1919,02,459.161010742188
FS_D5,39.34390447,-119.9219521,1919,03,194.065994262695
FS_D5,39.34390447,-119.9219521,1919,04,46.8600006103516
FS_D5,39.34390447,-119.9219521,1919,05,10.6920003890991
FS_D5,39.34390447,-119.9219521,1919,06,0
FS_D5,39.34390447,-119.9219521,1919,07,10.0260000228882
FS_D5,39.34390447,-119.9219521,1919,08,0.0109999999403954
FS_D5,39.34390447,-119.9219521,1919,09,30.1900005340576
FS_D5,39.34390447,-119.9219521,1919,10,20.4200000762939
FS_D5,39.34390447,-119.9219521,1919,11,40.1710014343262
FS_D5,39.34390447,-119.9219521,1919,12,211.850997924805
FS_D5,39.34390447,-119.9219521,1920,,1621.37902832031
FS_D5,39.34390447,-119.9219521,1920,01,37.0989990234375
FS_D5,39.34390447,-119.9219521,1920,02,116.253997802734
FS_D5,39.34390447,-119.9219521,1920,03,310.191009521484
FS_D5,39.34390447,-119.9219521,1920,04,169.177001953125
FS_D5,39.34390447,-119.9219521,1920,05,2.72300004959106
FS_D5,39.34390447,-119.9219521,1920,06,36.3479995727539
FS_D5,39.34390447,-119.9219521,1920,07,6.81099987030029
FS_D5,39.34390447,-119.9219521,1920,08,48.4519996643066
FS_D5,39.34390447,-119.9219521,1920,09,26.056999206543
FS_D5,39.34390447,-119.9219521,1920,10,106.438003540039
FS_D5,39.34390447,-119.9219521,1920,11,403.196014404297
FS_D5,39.34390447,-119.9219521,1920,12,358.632995605469
FS_D5,39.34390447,-119.9219521,1921,,1241.47900390625
FS_D5,39.34390447,-119.9219521,1921,01,384.128997802734
FS_D5,39.34390447,-119.9219521,1921,02,125.01000213623
FS_D5,39.34390447,-119.9219521,1921,03,159.130996704102
FS_D5,39.34390447,-119.9219521,1921,04,26.0879993438721
FS_D5,39.34390447,-119.9219521,1921,05,61.8440017700195
FS_D5,39.34390447,-119.9219521,1921,06,10.8859996795654
FS_D5,39.34390447,-119.9219521,1921,07,0
FS_D5,39.34390447,-119.9219521,1921,08,6.60799980163574
FS_D5,39.34390447,-119.9219521,1921,09,7.87099981307983
FS_D5,39.34390447,-119.9219521,1921,10,22.996000289917
FS_D5,39.34390447,-119.9219521,1921,11,76.6729965209961
FS_D5,39.34390447,-119.9219521,1921,12,360.243988037109
FS_D5,39.34390447,-119.9219521,1922,,1633.15502929688
FS_D5,39.34390447,-119.9219521,1922,01,116.845001220703
FS_D5,39.34390447,-119.9219521,1922,02,476.053985595703
FS_D5,39.34390447,-119.9219521,1922,03,250.84700012207
FS_D5,39.34390447,-119.9219521,1922,04,36.8810005187988
FS_D5,39.34390447,-119.9219521,1922,05,66.7559967041016
FS_D5,39.34390447,-119.9219521,1922,06,15.8409996032715
FS_D5,39.34390447,-119.9219521,1922,07,14.6090002059937
FS_D5,39.34390447,-119.9219521,1922,08,6.27400016784668
FS_D5,39.34390447,-119.9219521,1922,09,0
FS_D5,39.34390447,-119.9219521,1922,10,53.2140007019043
FS_D5,39.34390447,-119.9219521,1922,11,171.664001464844
FS_D5,39.34390447,-119.9219521,1922,12,424.170989990234
FS_D5,39.34390447,-119.9219521,1923,,807.7900390625
FS_D5,39.34390447,-119.9219521,1923,01,178.973007202148
FS_D5,39.34390447,-119.9219521,1923,02,65.056999206543
FS_D5,39.34390447,-119.9219521,1923,03,17.0160007476807
FS_D5,39.34390447,-119.9219521,1923,04,190.442993164062
FS_D5,39.34390447,-119.9219521,1923,05,24.2749996185303
FS_D5,39.34390447,-119.9219521,1923,06,57.7480010986328
FS_D5,39.34390447,-119.9219521,1923,07,0.177000001072884
FS_D5,39.34390447,-119.9219521,1923,08,22.4740009307861
FS_D5,39.34390447,-119.9219521,1923,09,97.9749984741211
FS_D5,39.34390447,-119.9219521,1923,10,33.4729995727539
FS_D5,39.34390447,-119.9219521,1923,11,26.5389995574951
FS_D5,39.34390447,-119.9219521,1923,12,93.640998840332
FS_D5,39.34390447,-119.9219521,1924,,864.955017089844
FS_D5,39.34390447,-119.9219521,1924,01,103.095001220703
FS_D5,39.34390447,-119.9219521,1924,02,158.843002319336
FS_D5,39.34390447,-119.9219521,1924,03,101.931999206543
FS_D5,39.34390447,-119.9219521,1924,04,34.3950004577637
FS_D5,39.34390447,-119.9219521,1924,05,2.51200008392334
FS_D5,39.34390447,-119.9219521,1924,06,0
FS_D5,39.34390447,-119.9219521,1924,07,0
FS_D5,39.34390447,-119.9219521,1924,08,0
FS_D5,39.34390447,-119.9219521,1924,09,6.00500011444092
FS_D5,39.34390447,-119.9219521,1924,10,119.612998962402
FS_D5,39.34390447,-119.9219521,1924,11,116.032997131348
FS_D5,39.34390447,-119.9219521,1924,12,222.52799987793
FS_D5,39.34390447,-119.9219521,1925,,1239.7451171875
FS_D5,39.34390447,-119.9219521,1925,01,86.2610015869141
FS_D5,39.34390447,-119.9219521,1925,02,381.867004394531
FS_D5,39.34390447,-119.9219521,1925,03,145.042007446289
FS_D5,39.34390447,-119.9219521,1925,04,137.791000366211
FS_D5,39.34390447,-119.9219521,1925,05,56.2900009155273
FS_D5,39.34390447,-119.9219521,1925,06,38.7540016174316
FS_D5,39.34390447,-119.9219521,1925,07,23.1229991912842
FS_D5,39.34390447,-119.9219521,1925,08,62.2290000915527
FS_D5,39.34390447,-119.9219521,1925,09,60.9309997558594
FS_D5,39.34390447,-119.9219521,1925,10,36.4560012817383
FS_D5,39.34390447,-119.9219521,1925,11,119.434997558594
FS_D5,39.34390447,-119.9219521,1925,12,91.5660018920898
FS_D5,39.34390447,-119.9219521,1926,,1407.88012695312
FS_D5,39.34390447,-119.9219521,1926,01,176.255996704102
FS_D5,39.34390447,-119.9219521,1926,02,350.269989013672
FS_D5,39.34390447,-119.9219521,1926,03,14.1459999084473
FS_D5,39.34390447,-119.9219521,1926,04,228.531005859375
FS_D5,39.34390447,-119.9219521,1926,05,41.3310012817383
FS_D5,39.34390447,-119.9219521,1926,06,2.01500010490417
FS_D5,39.34390447,-119.9219521,1926,07,5.35799980163574
FS_D5,39.34390447,-119.9219521,1926,08,1.82799994945526
FS_D5,39.34390447,-119.9219521,1926,09,0.430000007152557
FS_D5,39.34390447,-119.9219521,1926,10,51.9539985656738
FS_D5,39.34390447,-119.9219521,1926,11,467.278991699219
FS_D5,39.34390447,-119.9219521,1926,12,68.4830017089844
FS_D5,39.34390447,-119.9219521,1927,,1534.1220703125
FS_D5,39.34390447,-119.9219521,1927,01,231.322006225586
FS_D5,39.34390447,-119.9219521,1927,02,433.467010498047
FS_D5,39.34390447,-119.9219521,1927,03,132.365005493164
FS_D5,39.34390447,-119.9219521,1927,04,143.77799987793
FS_D5,39.34390447,-119.9219521,1927,05,35.939998626709
FS_D5,39.34390447,-119.9219521,1927,06,20.9340000152588
FS_D5,39.34390447,-119.9219521,1927,07,0.0850000008940697
FS_D5,39.34390447,-119.9219521,1927,08,0
FS_D5,39.34390447,-119.9219521,1927,09,7.12099981307983
FS_D5,39.34390447,-119.9219521,1927,10,70.1760025024414
FS_D5,39.34390447,-119.9219521,1927,11,300.191986083984
FS_D5,39.34390447,-119.9219521,1927,12,158.742004394531
FS_D5,39.34390447,-119.9219521,1928,,1118.72802734375
FS_D5,39.34390447,-119.9219521,1928,01,106.889999389648
FS_D5,39.34390447,-119.9219521,1928,02,125.481002807617
FS_D5,39.34390447,-119.9219521,1928,03,426.811004638672
FS_D5,39.34390447,-119.9219521,1928,04,97.6110000610352
FS_D5,39.34390447,-119.9219521,1928,05,8.95600032806396
FS_D5,39.34390447,-119.9219521,1928,06,10.4729995727539
FS_D5,39.34390447,-119.9219521,1928,07,0.00700000021606684
FS_D5,39.34390447,-119.9219521,1928,08,0
FS_D5,39.34390447,-119.9219521,1928,09,5.64799976348877
FS_D5,39.34390447,-119.9219521,1928,10,9.14000034332275
FS_D5,39.34390447,-119.9219521,1928,11,163.130996704102
FS_D5,39.34390447,-119.9219521,1928,12,164.580993652344
FS_D5,39.34390447,-119.9219521,1929,,1075.662109375
FS_D5,39.34390447,-119.9219521,1929,01,90.3160018920898
FS_D5,39.34390447,-119.9219521,1929,02,130.511993408203
FS_D5,39.34390447,-119.9219521,1929,03,131.875
FS_D5,39.34390447,-119.9219521,1929,04,112.929000854492
FS_D5,39.34390447,-119.9219521,1929,05,4.13100004196167
