plot_id_needle,lat,long,year,month,tmin
FS_D5,39.34390447,-119.9219521,1898,03,-10.3500003814697
FS_D5,39.34390447,-119.9219521,1898,04,-2.80900001525879
FS_D5,39.34390447,-119.9219521,1898,05,-2.62800002098083
FS_D5,39.34390447,-119.9219521,1898,06,3.15799999237061
FS_D5,39.34390447,-119.9219521,1898,07,6.56699991226196
FS_D5,39.34390447,-119.9219521,1898,08,6.12900018692017
FS_D5,39.34390447,-119.9219521,1898,09,5.09000015258789
FS_D5,39.34390447,-119.9219521,1898,10,-0.680999994277954
FS_D5,39.34390447,-119.9219521,1898,11,-6.93900012969971
FS_D5,39.34390447,-119.9219521,1898,12,-10.1370000839233
FS_D5,39.34390447,-119.9219521,1899,,-2.56400012969971
FS_D5,39.34390447,-119.9219521,1899,01,-8.02200031280518
FS_D5,39.34390447,-119.9219521,1899,02,-8.67599964141846
FS_D5,39.34390447,-119.9219521,1899,03,-7.51800012588501
FS_D5,39.34390447,-119.9219521,1899,04,-5.09700012207031
FS_D5,39.34390447,-119.9219521,1899,05,-4.41599988937378
FS_D5,39.34390447,-119.9219521,1899,06,2.48600006103516
FS_D5,39.34390447,-119.9219521,1899,07,3.75
FS_D5,39.34390447,-119.9219521,1899,08,2.99799990653992
FS_D5,39.34390447,-119.9219521,1899,09,5.24200010299683
FS_D5,39.34390447,-119.9219521,1899,10,-2.0789999961853
FS_D5,39.34390447,-119.9219521,1899,11,-2.95000004768372
FS_D5,39.34390447,-119.9219521,1899,12,-6.48799991607666
FS_D5,39.34390447,-119.9219521,1900,,-1.9410001039505
FS_D5,39.34390447,-119.9219521,1900,01,-5.02799987792969
FS_D5,39.34390447,-119.9219521,1900,02,-7.92500019073486
FS_D5,39.34390447,-119.9219521,1900,03,-5.15899991989136
FS_D5,39.34390447,-119.9219521,1900,04,-7.00500011444092
FS_D5,39.34390447,-119.9219521,1900,05,-1.63399994373322
FS_D5,39.34390447,-119.9219521,1900,06,3.83400011062622
FS_D5,39.34390447,-119.9219521,1900,07,5.81899976730347
FS_D5,39.34390447,-119.9219521,1900,08,2.50399994850159
FS_D5,39.34390447,-119.9219521,1900,09,0.546999990940094
FS_D5,39.34390447,-119.9219521,1900,10,-0.662000000476837
FS_D5,39.34390447,-119.9219521,1900,11,-2.59200000762939
FS_D5,39.34390447,-119.9219521,1900,12,-5.99399995803833
FS_D5,39.34390447,-119.9219521,1901,,-2.2350001335144
FS_D5,39.34390447,-119.9219521,1901,01,-8.84700012207031
FS_D5,39.34390447,-119.9219521,1901,02,-9.13500022888184
FS_D5,39.34390447,-119.9219521,1901,03,-7.35099983215332
FS_D5,39.34390447,-119.9219521,1901,04,-6.00099992752075
FS_D5,39.34390447,-119.9219521,1901,05,-2.63299989700317
FS_D5,39.34390447,-119.9219521,1901,06,0.811999976634979
FS_D5,39.34390447,-119.9219521,1901,07,5.93200016021729
FS_D5,39.34390447,-119.9219521,1901,08,6.45300006866455
FS_D5,39.34390447,-119.9219521,1901,09,0.930999994277954
FS_D5,39.34390447,-119.9219521,1901,10,1.89900004863739
FS_D5,39.34390447,-119.9219521,1901,11,-1.74899995326996
FS_D5,39.34390447,-119.9219521,1901,12,-7.13199996948242
FS_D5,39.34390447,-119.9219521,1902,,-3.41600012779236
FS_D5,39.34390447,-119.9219521,1902,01,-8.32100009918213
FS_D5,39.34390447,-119.9219521,1902,02,-7.94099998474121
FS_D5,39.34390447,-119.9219521,1902,03,-9.59899997711182
FS_D5,39.34390447,-119.9219521,1902,04,-5.82800006866455
FS_D5,39.34390447,-119.9219521,1902,05,-2.58500003814697
FS_D5,39.34390447,-119.9219521,1902,06,1.16600000858307
FS_D5,39.34390447,-119.9219521,1902,07,4.18400001525879
FS_D5,39.34390447,-119.9219521,1902,08,3.04399991035461
FS_D5,39.34390447,-119.9219521,1902,09,2.48000001907349
FS_D5,39.34390447,-119.9219521,1902,10,-1.55599999427795
FS_D5,39.34390447,-119.9219521,1902,11,-7.89699983596802
FS_D5,39.34390447,-119.9219521,1902,12,-8.14500045776367
FS_D5,39.34390447,-119.9219521,1903,,-3.98000025749207
FS_D5,39.34390447,-119.9219521,1903,01,-8.97900009155273
FS_D5,39.34390447,-119.9219521,1903,02,-15.9440002441406
FS_D5,39.34390447,-119.9219521,1903,03,-10.2580003738403
FS_D5,39.34390447,-119.9219521,1903,04,-8.37399959564209
FS_D5,39.34390447,-119.9219521,1903,05,-3.36500000953674
FS_D5,39.34390447,-119.9219521,1903,06,1.36199998855591
FS_D5,39.34390447,-119.9219521,1903,07,6.55200004577637
FS_D5,39.34390447,-119.9219521,1903,08,3.23900008201599
FS_D5,39.34390447,-119.9219521,1903,09,1.125
FS_D5,39.34390447,-119.9219521,1903,10,-1.04900002479553
FS_D5,39.34390447,-119.9219521,1903,11,-3.85800004005432
FS_D5,39.34390447,-119.9219521,1903,12,-8.21700000762939
FS_D5,39.34390447,-119.9219521,1904,,-2.86800003051758
FS_D5,39.34390447,-119.9219521,1904,01,-10.2760000228882
FS_D5,39.34390447,-119.9219521,1904,02,-7.39900016784668
FS_D5,39.34390447,-119.9219521,1904,03,-8.52799987792969
FS_D5,39.34390447,-119.9219521,1904,04,-5.75299978256226
FS_D5,39.34390447,-119.9219521,1904,05,-3.11199998855591
FS_D5,39.34390447,-119.9219521,1904,06,0.252999991178513
FS_D5,39.34390447,-119.9219521,1904,07,6.43100023269653
FS_D5,39.34390447,-119.9219521,1904,08,6.20599985122681
FS_D5,39.34390447,-119.9219521,1904,09,2.23399996757507
FS_D5,39.34390447,-119.9219521,1904,10,-2.05299997329712
FS_D5,39.34390447,-119.9219521,1904,11,-4.65700006484985
FS_D5,39.34390447,-119.9219521,1904,12,-7.77199983596802
FS_D5,39.34390447,-119.9219521,1905,,-2.85000014305115
FS_D5,39.34390447,-119.9219521,1905,01,-5.67700004577637
FS_D5,39.34390447,-119.9219521,1905,02,-8.48999977111816
FS_D5,39.34390447,-119.9219521,1905,03,-6.08300018310547
FS_D5,39.34390447,-119.9219521,1905,04,-5.70599985122681
FS_D5,39.34390447,-119.9219521,1905,05,-3.71000003814697
FS_D5,39.34390447,-119.9219521,1905,06,0.157000005245209
FS_D5,39.34390447,-119.9219521,1905,07,6.01999998092651
FS_D5,39.34390447,-119.9219521,1905,08,5.7039999961853
FS_D5,39.34390447,-119.9219521,1905,09,1.24399995803833
FS_D5,39.34390447,-119.9219521,1905,10,-2.13899993896484
FS_D5,39.34390447,-119.9219521,1905,11,-5.88800001144409
FS_D5,39.34390447,-119.9219521,1905,12,-9.63700008392334
FS_D5,39.34390447,-119.9219521,1906,,-3.36100006103516
FS_D5,39.34390447,-119.9219521,1906,01,-7.58400011062622
FS_D5,39.34390447,-119.9219521,1906,02,-6.86100006103516
FS_D5,39.34390447,-119.9219521,1906,03,-8.06400012969971
FS_D5,39.34390447,-119.9219521,1906,04,-5.45900011062622
FS_D5,39.34390447,-119.9219521,1906,05,-5.0149998664856
FS_D5,39.34390447,-119.9219521,1906,06,-2.13599991798401
FS_D5,39.34390447,-119.9219521,1906,07,4.19899988174438
FS_D5,39.34390447,-119.9219521,1906,08,5.23899984359741
FS_D5,39.34390447,-119.9219521,1906,09,1.02400004863739
FS_D5,39.34390447,-119.9219521,1906,10,-2.04800009727478
FS_D5,39.34390447,-119.9219521,1906,11,-7.12900018692017
FS_D5,39.34390447,-119.9219521,1906,12,-6.5019998550415
FS_D5,39.34390447,-119.9219521,1907,,-4.00200033187866
FS_D5,39.34390447,-119.9219521,1907,01,-10.9309997558594
FS_D5,39.34390447,-119.9219521,1907,02,-6.01000022888184
FS_D5,39.34390447,-119.9219521,1907,03,-10.1090002059937
FS_D5,39.34390447,-119.9219521,1907,04,-6.23299980163574
FS_D5,39.34390447,-119.9219521,1907,05,-3.96799993515015
FS_D5,39.34390447,-119.9219521,1907,06,-0.689000010490417
FS_D5,39.34390447,-119.9219521,1907,07,5.06899976730347
FS_D5,39.34390447,-119.9219521,1907,08,3.54099988937378
FS_D5,39.34390447,-119.9219521,1907,09,-0.677999973297119
FS_D5,39.34390447,-119.9219521,1907,10,-2.09999990463257
FS_D5,39.34390447,-119.9219521,1907,11,-6.14799976348877
FS_D5,39.34390447,-119.9219521,1907,12,-9.77200031280518
FS_D5,39.34390447,-119.9219521,1908,,-4.36400032043457
FS_D5,39.34390447,-119.9219521,1908,01,-9.90799999237061
FS_D5,39.34390447,-119.9219521,1908,02,-10.0209999084473
FS_D5,39.34390447,-119.9219521,1908,03,-8.98099994659424
FS_D5,39.34390447,-119.9219521,1908,04,-6.4210000038147
FS_D5,39.34390447,-119.9219521,1908,05,-6.91900014877319
FS_D5,39.34390447,-119.9219521,1908,06,-1.67900002002716
FS_D5,39.34390447,-119.9219521,1908,07,6.16400003433228
FS_D5,39.34390447,-119.9219521,1908,08,5.21299982070923
FS_D5,39.34390447,-119.9219521,1908,09,1.74500000476837
FS_D5,39.34390447,-119.9219521,1908,10,-5.14200019836426
FS_D5,39.34390447,-119.9219521,1908,11,-6.90500020980835
FS_D5,39.34390447,-119.9219521,1908,12,-9.51799964904785
FS_D5,39.34390447,-119.9219521,1909,,-4.02800035476685
FS_D5,39.34390447,-119.9219521,1909,01,-6.57499980926514
FS_D5,39.34390447,-119.9219521,1909,02,-9.85599994659424
FS_D5,39.34390447,-119.9219521,1909,03,-10.1420001983643
FS_D5,39.34390447,-119.9219521,1909,04,-5.40799999237061
FS_D5,39.34390447,-119.9219521,1909,05,-6.0310001373291
FS_D5,39.34390447,-119.9219521,1909,06,-1.19900000095367
FS_D5,39.34390447,-119.9219521,1909,07,3.39499998092651
FS_D5,39.34390447,-119.9219521,1909,08,4.20100021362305
FS_D5,39.34390447,-119.9219521,1909,09,1.88499999046326
FS_D5,39.34390447,-119.9219521,1909,10,-2.36999988555908
FS_D5,39.34390447,-119.9219521,1909,11,-6.9520001411438
FS_D5,39.34390447,-119.9219521,1909,12,-9.29100036621094
FS_D5,39.34390447,-119.9219521,1910,,-3.13100004196167
FS_D5,39.34390447,-119.9219521,1910,01,-11.1219997406006
FS_D5,39.34390447,-119.9219521,1910,02,-11.3800001144409
FS_D5,39.34390447,-119.9219521,1910,03,-8.13899993896484
FS_D5,39.34390447,-119.9219521,1910,04,-6.02400016784668
FS_D5,39.34390447,-119.9219521,1910,05,-1.00300002098083
FS_D5,39.34390447,-119.9219521,1910,06,5.22900009155273
FS_D5,39.34390447,-119.9219521,1910,07,6.57999992370605
FS_D5,39.34390447,-119.9219521,1910,08,3.93600010871887
FS_D5,39.34390447,-119.9219521,1910,09,0.580999970436096
FS_D5,39.34390447,-119.9219521,1910,10,-2.11400008201599
FS_D5,39.34390447,-119.9219521,1910,11,-5.69500017166138
FS_D5,39.34390447,-119.9219521,1910,12,-8.42800045013428
FS_D5,39.34390447,-119.9219521,1911,,-5.52400016784668
FS_D5,39.34390447,-119.9219521,1911,01,-8.51700019836426
FS_D5,39.34390447,-119.9219521,1911,02,-13.9329996109009
FS_D5,39.34390447,-119.9219521,1911,03,-7.31099987030029
FS_D5,39.34390447,-119.9219521,1911,04,-8.59799957275391
FS_D5,39.34390447,-119.9219521,1911,05,-5.1399998664856
FS_D5,39.34390447,-119.9219521,1911,06,1.11699998378754
FS_D5,39.34390447,-119.9219521,1911,07,5.70499992370605
FS_D5,39.34390447,-119.9219521,1911,08,2.27800011634827
FS_D5,39.34390447,-119.9219521,1911,09,-2.8289999961853
FS_D5,39.34390447,-119.9219521,1911,10,-5.04899978637695
FS_D5,39.34390447,-119.9219521,1911,11,-9.52400016784668
FS_D5,39.34390447,-119.9219521,1911,12,-14.496000289917
FS_D5,39.34390447,-119.9219521,1912,,-5.54400014877319
FS_D5,39.34390447,-119.9219521,1912,01,-8.12100028991699
FS_D5,39.34390447,-119.9219521,1912,02,-8.56099987030029
FS_D5,39.34390447,-119.9219521,1912,03,-9.88399982452393
FS_D5,39.34390447,-119.9219521,1912,04,-8.13099956512451
FS_D5,39.34390447,-119.9219521,1912,05,-5.46199989318848
FS_D5,39.34390447,-119.9219521,1912,06,-2.32699990272522
FS_D5,39.34390447,-119.9219521,1912,07,4.23400020599365
FS_D5,39.34390447,-119.9219521,1912,08,0.0419999994337559
FS_D5,39.34390447,-119.9219521,1912,09,-2.11899995803833
FS_D5,39.34390447,-119.9219521,1912,10,-7.55299997329712
FS_D5,39.34390447,-119.9219521,1912,11,-8.71700000762939
FS_D5,39.34390447,-119.9219521,1912,12,-9.9350004196167
FS_D5,39.34390447,-119.9219521,1913,,-5.33900022506714
FS_D5,39.34390447,-119.9219521,1913,01,-11.7530002593994
FS_D5,39.34390447,-119.9219521,1913,02,-16.0709991455078
FS_D5,39.34390447,-119.9219521,1913,03,-10.2170000076294
FS_D5,39.34390447,-119.9219521,1913,04,-7.99700021743774
FS_D5,39.34390447,-119.9219521,1913,05,-3.35599994659424
FS_D5,39.34390447,-119.9219521,1913,06,-0.330000013113022
FS_D5,39.34390447,-119.9219521,1913,07,2.06900000572205
FS_D5,39.34390447,-119.9219521,1913,08,2.78099989891052
FS_D5,39.34390447,-119.9219521,1913,09,-0.754999995231628
FS_D5,39.34390447,-119.9219521,1913,10,-3.39100003242493
FS_D5,39.34390447,-119.9219521,1913,11,-6.23600006103516
FS_D5,39.34390447,-119.9219521,1913,12,-8.82100009918213
FS_D5,39.34390447,-119.9219521,1914,,-3.35700011253357
FS_D5,39.34390447,-119.9219521,1914,01,-8.40999984741211
FS_D5,39.34390447,-119.9219521,1914,02,-9.92899990081787
FS_D5,39.34390447,-119.9219521,1914,03,-6.19000005722046
FS_D5,39.34390447,-119.9219521,1914,04,-4.69199991226196
FS_D5,39.34390447,-119.9219521,1914,05,-0.897000014781952
FS_D5,39.34390447,-119.9219521,1914,06,-0.0979999974370003
FS_D5,39.34390447,-119.9219521,1914,07,5.13500022888184
FS_D5,39.34390447,-119.9219521,1914,08,3.38899993896484
FS_D5,39.34390447,-119.9219521,1914,09,1.21800005435944
FS_D5,39.34390447,-119.9219521,1914,10,-1.97000002861023
FS_D5,39.34390447,-119.9219521,1914,11,-6.47800016403198
FS_D5,39.34390447,-119.9219521,1914,12,-11.3620004653931
FS_D5,39.34390447,-119.9219521,1915,,-3.67500019073486
FS_D5,39.34390447,-119.9219521,1915,01,-9.91199970245361
FS_D5,39.34390447,-119.9219521,1915,02,-10.4540004730225
FS_D5,39.34390447,-119.9219521,1915,03,-7.51200008392334
FS_D5,39.34390447,-119.9219521,1915,04,-5.3439998626709
FS_D5,39.34390447,-119.9219521,1915,05,-4.07999992370605
FS_D5,39.34390447,-119.9219521,1915,06,0.456999987363815
FS_D5,39.34390447,-119.9219521,1915,07,4.71600008010864
FS_D5,39.34390447,-119.9219521,1915,08,5.51000022888184
FS_D5,39.34390447,-119.9219521,1915,09,0.146999999880791
FS_D5,39.34390447,-119.9219521,1915,10,-1.89499998092651
FS_D5,39.34390447,-119.9219521,1915,11,-6.86600017547607
FS_D5,39.34390447,-119.9219521,1915,12,-8.86900043487549
FS_D5,39.34390447,-119.9219521,1916,,-4.49600028991699
FS_D5,39.34390447,-119.9219521,1916,01,-13.4460000991821
FS_D5,39.34390447,-119.9219521,1916,02,-7.30000019073486
FS_D5,39.34390447,-119.9219521,1916,03,-9.62199974060059
FS_D5,39.34390447,-119.9219521,1916,04,-4.93499994277954
FS_D5,39.34390447,-119.9219521,1916,05,-3.44600009918213
FS_D5,39.34390447,-119.9219521,1916,06,-0.0209999997168779
FS_D5,39.34390447,-119.9219521,1916,07,5.1729998588562
FS_D5,39.34390447,-119.9219521,1916,08,3.8050000667572
FS_D5,39.34390447,-119.9219521,1916,09,1.26300001144409
FS_D5,39.34390447,-119.9219521,1916,10,-4.07499980926514
FS_D5,39.34390447,-119.9219521,1916,11,-8.48999977111816
FS_D5,39.34390447,-119.9219521,1916,12,-12.8660001754761
FS_D5,39.34390447,-119.9219521,1917,,-4.04700040817261
FS_D5,39.34390447,-119.9219521,1917,01,-15.3669996261597
FS_D5,39.34390447,-119.9219521,1917,02,-12.298999786377
FS_D5,39.34390447,-119.9219521,1917,03,-14.2559995651245
FS_D5,39.34390447,-119.9219521,1917,04,-9.38199996948242
FS_D5,39.34390447,-119.9219521,1917,05,-4.65700006484985
FS_D5,39.34390447,-119.9219521,1917,06,1.94000005722046
FS_D5,39.34390447,-119.9219521,1917,07,8.38899993896484
FS_D5,39.34390447,-119.9219521,1917,08,7.12200021743774
FS_D5,39.34390447,-119.9219521,1917,09,1.13900005817413
FS_D5,39.34390447,-119.9219521,1917,10,0.507000029087067
FS_D5,39.34390447,-119.9219521,1917,11,-4.40100002288818
FS_D5,39.34390447,-119.9219521,1917,12,-7.30000019073486
FS_D5,39.34390447,-119.9219521,1918,,-4.16000032424927
FS_D5,39.34390447,-119.9219521,1918,01,-10.0299997329712
FS_D5,39.34390447,-119.9219521,1918,02,-12.3030004501343
FS_D5,39.34390447,-119.9219521,1918,03,-11.8489999771118
FS_D5,39.34390447,-119.9219521,1918,04,-10.7810001373291
FS_D5,39.34390447,-119.9219521,1918,05,-5.03399991989136
FS_D5,39.34390447,-119.9219521,1918,06,6.80299997329712
FS_D5,39.34390447,-119.9219521,1918,07,6.06500005722046
FS_D5,39.34390447,-119.9219521,1918,08,4.71000003814697
FS_D5,39.34390447,-119.9219521,1918,09,2.84400010108948
FS_D5,39.34390447,-119.9219521,1918,10,-0.989000022411346
FS_D5,39.34390447,-119.9219521,1918,11,-7.92500019073486
FS_D5,39.34390447,-119.9219521,1918,12,-11.4399995803833
FS_D5,39.34390447,-119.9219521,1919,,-3.86300015449524
FS_D5,39.34390447,-119.9219521,1919,01,-9.84799957275391
FS_D5,39.34390447,-119.9219521,1919,02,-10.0319995880127
FS_D5,39.34390447,-119.9219521,1919,03,-10.3680000305176
FS_D5,39.34390447,-119.9219521,1919,04,-5.53499984741211
FS_D5,39.34390447,-119.9219521,1919,05,-0.30799999833107
FS_D5,39.34390447,-119.9219521,1919,06,1.3860000371933
FS_D5,39.34390447,-119.9219521,1919,07,6.72399997711182
FS_D5,39.34390447,-119.9219521,1919,08,5.74399995803833
FS_D5,39.34390447,-119.9219521,1919,09,0.799000024795532
FS_D5,39.34390447,-119.9219521,1919,10,-6.23099994659424
FS_D5,39.34390447,-119.9219521,1919,11,-8.73299980163574
FS_D5,39.34390447,-119.9219521,1919,12,-9.95800018310547
FS_D5,39.34390447,-119.9219521,1920,,-4.24600028991699
FS_D5,39.34390447,-119.9219521,1920,01,-8.24499988555908
FS_D5,39.34390447,-119.9219521,1920,02,-9.63399982452393
FS_D5,39.34390447,-119.9219521,1920,03,-11.2119998931885
FS_D5,39.34390447,-119.9219521,1920,04,-7.90000009536743
FS_D5,39.34390447,-119.9219521,1920,05,-2.16899991035461
FS_D5,39.34390447,-119.9219521,1920,06,0.791999995708466
FS_D5,39.34390447,-119.9219521,1920,07,3.6489999294281
FS_D5,39.34390447,-119.9219521,1920,08,4.75400018692017
FS_D5,39.34390447,-119.9219521,1920,09,-0.382999986410141
FS_D5,39.34390447,-119.9219521,1920,10,-4.59000015258789
FS_D5,39.34390447,-119.9219521,1920,11,-6.95300006866455
FS_D5,39.34390447,-119.9219521,1920,12,-9.07299995422363
FS_D5,39.34390447,-119.9219521,1921,,-2.86900019645691
FS_D5,39.34390447,-119.9219521,1921,01,-9.66399955749512
FS_D5,39.34390447,-119.9219521,1921,02,-8.15299987792969
FS_D5,39.34390447,-119.9219521,1921,03,-7.1100001335144
FS_D5,39.34390447,-119.9219521,1921,04,-7.05399990081787
FS_D5,39.34390447,-119.9219521,1921,05,-3.15499997138977
FS_D5,39.34390447,-119.9219521,1921,06,1.60899996757507
FS_D5,39.34390447,-119.9219521,1921,07,5.57499980926514
FS_D5,39.34390447,-119.9219521,1921,08,4.38899993896484
FS_D5,39.34390447,-119.9219521,1921,09,3.62899994850159
FS_D5,39.34390447,-119.9219521,1921,10,-1.96200001239777
FS_D5,39.34390447,-119.9219521,1921,11,-5.69700002670288
FS_D5,39.34390447,-119.9219521,1921,12,-6.83799982070923
FS_D5,39.34390447,-119.9219521,1922,,-4.82000017166138
FS_D5,39.34390447,-119.9219521,1922,01,-14.3360004425049
FS_D5,39.34390447,-119.9219521,1922,02,-11.7299995422363
FS_D5,39.34390447,-119.9219521,1922,03,-11.7620000839233
FS_D5,39.34390447,-119.9219521,1922,04,-9.88300037384033
FS_D5,39.34390447,-119.9219521,1922,05,-4.14099979400635
FS_D5,39.34390447,-119.9219521,1922,06,1.39699995517731
FS_D5,39.34390447,-119.9219521,1922,07,6.43300008773804
FS_D5,39.34390447,-119.9219521,1922,08,3.96900010108948
FS_D5,39.34390447,-119.9219521,1922,09,2.48000001907349
FS_D5,39.34390447,-119.9219521,1922,10,-2.77500009536743
FS_D5,39.34390447,-119.9219521,1922,11,-9.40200042724609
FS_D5,39.34390447,-119.9219521,1922,12,-8.09200000762939
FS_D5,39.34390447,-119.9219521,1923,,-4.3120002746582
FS_D5,39.34390447,-119.9219521,1923,01,-10.0590000152588
FS_D5,39.34390447,-119.9219521,1923,02,-11.6239995956421
FS_D5,39.34390447,-119.9219521,1923,03,-9.59799957275391
FS_D5,39.34390447,-119.9219521,1923,04,-7.16200017929077
FS_D5,39.34390447,-119.9219521,1923,05,-3.30100011825562
FS_D5,39.34390447,-119.9219521,1923,06,-1.96300005912781
FS_D5,39.34390447,-119.9219521,1923,07,4.7519998550415
FS_D5,39.34390447,-119.9219521,1923,08,3.48099994659424
FS_D5,39.34390447,-119.9219521,1923,09,1.70099997520447
FS_D5,39.34390447,-119.9219521,1923,10,-2.81699991226196
FS_D5,39.34390447,-119.9219521,1923,11,-4.93200016021729
FS_D5,39.34390447,-119.9219521,1923,12,-10.2309999465942
FS_D5,39.34390447,-119.9219521,1924,,-4.15799999237061
FS_D5,39.34390447,-119.9219521,1924,01,-11.3339996337891
FS_D5,39.34390447,-119.9219521,1924,02,-5.63399982452393
FS_D5,39.34390447,-119.9219521,1924,03,-9.18400001525879
FS_D5,39.34390447,-119.9219521,1924,04,-6.34899997711182
FS_D5,39.34390447,-119.9219521,1924,05,-1.50899994373322
FS_D5,39.34390447,-119.9219521,1924,06,1.69000005722046
FS_D5,39.34390447,-119.9219521,1924,07,3.02099990844727
FS_D5,39.34390447,-119.9219521,1924,08,1.15699994564056
FS_D5,39.34390447,-119.9219521,1924,09,0.689000010490417
FS_D5,39.34390447,-119.9219521,1924,10,-4.18599987030029
FS_D5,39.34390447,-119.9219521,1924,11,-7.51300001144409
FS_D5,39.34390447,-119.9219521,1924,12,-10.7489995956421
FS_D5,39.34390447,-119.9219521,1925,,-3.44200015068054
FS_D5,39.34390447,-119.9219521,1925,01,-8.58899974822998
FS_D5,39.34390447,-119.9219521,1925,02,-7.81599998474121
FS_D5,39.34390447,-119.9219521,1925,03,-6.90799999237061
FS_D5,39.34390447,-119.9219521,1925,04,-4.81199979782104
FS_D5,39.34390447,-119.9219521,1925,05,-1.75399994850159
FS_D5,39.34390447,-119.9219521,1925,06,0.884999990463257
FS_D5,39.34390447,-119.9219521,1925,07,6.26800012588501
FS_D5,39.34390447,-119.9219521,1925,08,3.71300005912781
FS_D5,39.34390447,-119.9219521,1925,09,-1.28600001335144
FS_D5,39.34390447,-119.9219521,1925,10,-4.02199983596802
FS_D5,39.34390447,-119.9219521,1925,11,-8.14599990844727
FS_D5,39.34390447,-119.9219521,1925,12,-8.8430004119873
FS_D5,39.34390447,-119.9219521,1926,,-2.97300004959106
FS_D5,39.34390447,-119.9219521,1926,01,-11.2299995422363
FS_D5,39.34390447,-119.9219521,1926,02,-8.67800045013428
FS_D5,39.34390447,-119.9219521,1926,03,-5.6399998664856
FS_D5,39.34390447,-119.9219521,1926,04,-2.98200011253357
FS_D5,39.34390447,-119.9219521,1926,05,-2.77500009536743
FS_D5,39.34390447,-119.9219521,1926,06,3.66300010681152
FS_D5,39.34390447,-119.9219521,1926,07,5.86299991607666
FS_D5,39.34390447,-119.9219521,1926,08,4.04699993133545
FS_D5,39.34390447,-119.9219521,1926,09,-0.620999991893768
FS_D5,39.34390447,-119.9219521,1926,10,-3.41599988937378
FS_D5,39.34390447,-119.9219521,1926,11,-4.94299983978271
FS_D5,39.34390447,-119.9219521,1926,12,-8.97200012207031
FS_D5,39.34390447,-119.9219521,1927,,-3.71200013160706
FS_D5,39.34390447,-119.9219521,1927,01,-8.99499988555908
FS_D5,39.34390447,-119.9219521,1927,02,-6.39599990844727
FS_D5,39.34390447,-119.9219521,1927,03,-8.66199970245361
FS_D5,39.34390447,-119.9219521,1927,04,-5.89900016784668
FS_D5,39.34390447,-119.9219521,1927,05,-3.42199993133545
FS_D5,39.34390447,-119.9219521,1927,06,0.714999973773956
FS_D5,39.34390447,-119.9219521,1927,07,4.57399988174438
FS_D5,39.34390447,-119.9219521,1927,08,2.45499992370605
FS_D5,39.34390447,-119.9219521,1927,09,-1.2150000333786
FS_D5,39.34390447,-119.9219521,1927,10,-3.19600009918213
